Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,DateBirth,RemoteWork
no,travel_rarely,536.0,,10,5,,65.0,4,female,82.0,4,3,sales_executive,3,,,21708,0,,14,3.0,4,2,,3,3.0,9,0,8,1990,yes
no,travel_frequently,135.0,,19,3,medical,66.0,3,male,46.0,3,2,laboratory_technician,2,divorced,4444.0,22534,4,no,13,3.0,3,2,15.0,2,4.0,11,5,10,1989,yes
no,non_travel,218.0,,8,1,,67.0,4,female,55.0,2,3,research_director,2,,13757.0,25178,2,no,11,3.0,3,1,16.0,5,3.0,9,4,8,1983,yes
no,travel_rarely,1029.0,,16,3,life_sciences,68.0,4,male,91.0,2,3,healthcare_representative,2,single,,21195,1,no,19,3.0,4,0,,3,1.0,11,3,3,1988,yes
no,travel_rarely,170.0,,3,2,,69.0,3,female,76.0,2,2,laboratory_technician,3,,3069.0,10302,0,,15,3.0,4,1,,3,,10,0,7,1984,yes
no,travel_rarely,918.0,,6,3,marketing,71.0,4,female,35.0,3,3,sales_executive,3,,9241.0,15869,1,no,12,3.0,2,0,,3,3.0,10,8,7,1982,no
no,travel_rarely,611.0,,7,4,,72.0,2,female,88.0,3,5,manager,2,,,4349,1,no,14,3.0,2,0,,3,2.0,21,12,8,1983,no
no,,,,4,3,technical_degree,73.0,4,female,90.0,3,2,research_scientist,2,,3055.0,6194,5,no,15,,4,2,11.0,2,2.0,9,1,7,1990,yes
no,,867.0,,8,4,life_sciences,74.0,4,female,90.0,4,1,research_scientist,1,married,3143.0,6076,6,no,19,3.0,2,1,14.0,1,3.0,10,7,6,1990,yes
no,travel_frequently,574.0,research_and_development,46,1,medical,75.0,4,female,40.0,3,1,laboratory_technician,4,married,,7003,1,no,13,,2,0,,3,4.0,11,3,10,1994,no
no,,1125.0,research_and_development,1,3,life_sciences,76.0,4,female,48.0,1,2,research_scientist,1,married,,5771,1,,21,,2,0,10.0,6,3.0,10,8,7,1992,yes
no,travel_rarely,911.0,,1,2,medical,77.0,4,female,76.0,3,1,laboratory_technician,2,married,,4077,1,no,13,3.0,3,0,12.0,6,2.0,12,1,7,1993,no
no,non_travel,585.0,,29,4,,78.0,1,female,,3,1,sales_representative,4,divorced,,19788,2,,15,3.0,2,2,16.0,3,,9,0,0,1971,yes
no,,1005.0,,2,2,life_sciences,79.0,4,female,79.0,3,1,laboratory_technician,4,,,11864,0,,13,3.0,3,0,8.0,2,2.0,7,3,6,1991,yes
no,travel_frequently,,research_and_development,23,3,,80.0,4,female,44.0,2,3,manufacturing_director,3,,9526.0,8787,0,no,21,4.0,2,0,,2,3.0,9,1,8,1985,yes
no,travel_rarely,1299.0,research_and_development,27,3,medical,81.0,3,female,94.0,3,2,healthcare_representative,3,,,16577,6,,13,3.0,2,2,17.0,3,2.0,7,7,7,1987,yes
no,non_travel,1496.0,research_and_development,1,1,technical_degree,82.0,4,female,41.0,3,2,manufacturing_director,3,married,4319.0,26283,1,,13,3.0,1,1,10.0,1,3.0,10,0,9,1994,no
no,travel_frequently,1480.0,research_and_development,3,2,,83.0,4,female,30.0,3,1,laboratory_technician,2,,,15062,4,no,12,,3,0,13.0,3,2.0,8,7,2,1987,yes
no,,1084.0,,29,3,,84.0,4,female,54.0,3,2,manufacturing_director,4,married,6261.0,4185,3,no,18,3.0,1,1,9.0,3,1.0,7,1,7,1985,yes
yes,travel_rarely,465.0,,2,2,,85.0,1,male,39.0,3,1,laboratory_technician,1,,,21509,7,no,20,,1,0,13.0,3,4.0,9,1,7,1990,yes
no,,1416.0,research_and_development,2,2,medical,86.0,1,female,49.0,3,5,research_director,3,,19436.0,5949,0,no,19,3.0,4,1,,5,3.0,21,3,9,1983,yes
no,travel_rarely,1385.0,,20,2,medical,87.0,3,female,79.0,3,4,healthcare_representative,4,married,,7501,0,yes,14,3.0,2,0,21.0,2,3.0,20,4,10,1978,yes
no,,1018.0,,2,4,medical,88.0,1,male,74.0,4,2,research_scientist,4,single,5055.0,10557,7,,16,3.0,3,0,,0,2.0,7,0,7,1991,yes
no,travel_rarely,144.0,,10,1,,89.0,4,male,39.0,2,2,sales_executive,2,divorced,,11866,1,yes,14,3.0,1,2,7.0,2,3.0,7,1,7,1994,no
no,,1319.0,,6,3,medical,90.0,3,female,51.0,4,2,research_scientist,1,divorced,5974.0,17001,4,,13,3.0,1,2,13.0,2,3.0,7,6,7,1986,no
no,,1107.0,,14,3,,91.0,4,male,95.0,3,1,laboratory_technician,1,,3034.0,26914,1,no,12,3.0,3,1,,2,2.0,18,12,17,1986,no
no,,906.0,,6,3,life_sciences,92.0,3,male,86.0,4,4,sales_executive,1,married,13212.0,18256,9,no,11,3.0,4,3,36.0,0,2.0,7,7,7,1967,yes
no,,1485.0,,18,3,medical,93.0,3,male,87.0,3,2,manufacturing_director,3,,,26314,2,no,14,3.0,3,1,19.0,5,2.0,10,0,8,1977,no
no,non_travel,1116.0,,2,3,,94.0,3,male,49.0,3,1,laboratory_technician,4,single,,7181,0,,14,3.0,3,0,12.0,2,2.0,11,6,7,1993,no
no,travel_rarely,561.0,,2,3,other,95.0,4,female,61.0,3,2,sales_executive,2,,4805.0,16177,0,no,19,3.0,2,1,,3,4.0,8,3,7,1978,yes
no,travel_rarely,482.0,,3,3,other,96.0,3,female,36.0,3,3,manufacturing_director,3,married,9434.0,9606,1,no,15,,3,1,,2,3.0,10,7,8,1986,yes
no,,397.0,,19,4,,97.0,3,female,88.0,3,3,human_resources,2,,,6729,2,,15,,3,1,16.0,1,4.0,9,7,1,1969,yes
no,travel_rarely,243.0,sales,7,4,marketing,98.0,4,male,46.0,2,2,sales_executive,4,,,7791,0,no,20,,1,0,,2,3.0,7,0,5,1985,yes
no,travel_rarely,1018.0,,3,2,life_sciences,99.0,3,male,39.0,3,3,research_director,4,single,11159.0,19373,3,,15,3.0,4,0,10.0,6,3.0,7,7,7,1991,no
yes,,654.0,research_and_development,35,2,,101.0,35,male,67.0,1,1,research_scientist,2,,2216.0,3872,7,yes,13,3.0,4,0,10.0,4,3.0,7,3,7,1995,yes
no,,791.0,,13,2,medical,102.0,13,male,38.0,4,2,healthcare_representative,2,,4244.0,9931,1,no,24,4.0,4,1,8.0,2,3.0,8,3,7,1983,yes
no,travel_rarely,,,23,2,,103.0,3,female,81.0,4,1,research_scientist,3,married,2700.0,23779,1,,24,4.0,3,1,10.0,3,3.0,10,0,7,1994,yes
no,,760.0,sales,2,4,,104.0,2,male,81.0,3,2,sales_executive,2,,,3698,1,,20,4.0,1,0,8.0,2,3.0,8,7,5,1995,yes
yes,,,,5,2,medical,105.0,3,male,88.0,2,1,research_scientist,3,married,2366.0,20898,1,,14,3.0,1,1,8.0,2,3.0,8,1,7,1997,yes
no,,616.0,,12,3,medical,106.0,4,male,41.0,3,2,healthcare_representative,4,,,17369,0,,11,3.0,3,2,10.0,2,1.0,9,8,5,1992,no
no,travel_rarely,903.0,,2,5,,107.0,1,female,41.0,4,3,sales_executive,3,single,,2560,0,no,18,3.0,4,0,9.0,3,3.0,8,0,7,1984,no
no,,566.0,,7,2,medical,108.0,4,female,,3,3,manufacturing_director,3,,10845.0,24208,6,,13,3.0,2,1,,3,3.0,8,0,7,1977,no
no,non_travel,145.0,sales,1,3,life_sciences,109.0,4,male,95.0,3,2,sales_executive,3,married,6347.0,24920,0,,12,3.0,1,1,,3,3.0,18,0,13,1973,yes
no,travel_rarely,300.0,,26,3,,110.0,3,female,74.0,3,2,sales_executive,1,married,,22217,1,,14,3.0,2,1,8.0,3,2.0,7,7,5,1983,no
no,,950.0,,12,3,,111.0,12,male,93.0,3,3,manufacturing_director,2,,,8039,0,,17,3.0,2,3,,3,2.0,9,1,7,1995,yes
yes,travel_frequently,203.0,research_and_development,2,3,life_sciences,112.0,1,female,84.0,3,4,healthcare_representative,4,,,13547,7,no,11,3.0,4,3,21.0,4,3.0,18,11,5,1984,no
no,travel_rarely,718.0,,8,1,medical,113.0,2,female,79.0,2,2,manufacturing_director,4,married,,17689,1,,15,3.0,3,1,10.0,2,2.0,10,1,2,1994,yes
no,,593.0,,32,4,,114.0,2,male,88.0,3,3,research_director,3,,13499.0,13782,9,no,17,3.0,3,0,20.0,3,2.0,18,2,13,1983,no
no,,,research_and_development,6,4,life_sciences,115.0,3,female,60.0,1,1,laboratory_technician,3,divorced,,6865,1,no,14,3.0,3,1,,4,3.0,7,1,7,1987,yes
no,,,,29,4,,116.0,29,female,52.0,4,2,sales_executive,4,divorced,5220.0,10893,0,,18,3.0,2,1,12.0,3,3.0,11,1,9,1963,yes
no,travel_rarely,1103.0,,14,3,,117.0,1,female,42.0,3,1,research_scientist,1,,,14377,1,,14,3.0,4,2,,3,2.0,9,6,8,1996,yes
yes,,806.0,research_and_development,7,3,technical_degree,118.0,2,male,39.0,3,1,laboratory_technician,3,divorced,,17285,3,yes,13,3.0,1,2,10.0,2,3.0,7,7,7,1994,yes
no,travel_rarely,604.0,,8,3,,119.0,3,female,56.0,4,2,sales_executive,4,married,6209.0,11693,1,,15,3.0,3,2,,4,4.0,10,0,8,1991,no
no,travel_rarely,325.0,,10,4,technical_degree,120.0,4,male,63.0,3,3,healthcare_representative,3,married,7094.0,5747,3,no,12,3.0,1,0,,0,3.0,7,1,7,1987,yes
yes,,1030.0,sales,5,3,,121.0,2,female,64.0,3,3,sales_executive,2,single,,21534,9,yes,19,3.0,3,0,,2,2.0,8,7,7,1971,yes
yes,,,,13,4,,122.0,1,female,85.0,4,4,sales_executive,3,,,9277,6,,17,3.0,3,0,,2,2.0,19,3,8,1968,yes
no,non_travel,663.0,,9,4,other,123.0,3,female,81.0,3,2,laboratory_technician,3,,,23099,3,no,11,3.0,3,2,11.0,2,,8,0,7,1983,yes
no,,326.0,,8,2,,124.0,1,female,31.0,3,3,sales_executive,4,divorced,10793.0,8386,1,,18,,1,1,13.0,5,3.0,13,9,9,1992,yes
no,travel_rarely,898.0,human_resources,6,2,,125.0,3,female,38.0,3,4,manager,4,single,,17381,1,yes,21,4.0,4,0,21.0,2,3.0,21,7,7,1983,yes
no,,,sales,16,4,life_sciences,126.0,3,male,96.0,3,2,sales_executive,3,divorced,6439.0,13693,8,no,14,3.0,3,1,18.0,2,,8,7,7,1975,yes
no,,1387.0,research_and_development,10,5,medical,127.0,2,female,76.0,3,2,manufacturing_director,1,,,3835,2,,13,3.0,4,3,,3,3.0,7,7,7,1984,no
no,,809.0,,1,3,,128.0,3,female,36.0,3,4,manager,3,single,,22384,4,,14,3.0,1,0,23.0,2,3.0,8,0,0,1974,yes
no,,530.0,,2,4,,129.0,3,male,51.0,3,2,sales_representative,4,single,4502.0,7439,3,,15,,3,0,17.0,2,2.0,13,6,7,1987,yes
no,travel_rarely,196.0,,29,4,marketing,130.0,1,male,91.0,2,2,sales_executive,4,,5468.0,13402,1,,14,3.0,1,2,,3,3.0,12,5,7,1992,yes
no,non_travel,589.0,,2,4,,131.0,3,male,67.0,3,2,sales_executive,3,married,5154.0,19665,4,,22,4.0,2,2,10.0,3,4.0,8,5,7,1978,no
no,travel_rarely,1137.0,research_and_development,1,4,,132.0,1,female,98.0,3,4,manager,1,,,18991,2,,11,3.0,1,1,22.0,3,,19,11,16,1983,yes
no,travel_frequently,1096.0,,6,3,other,133.0,3,female,61.0,4,1,laboratory_technician,4,married,,7102,0,no,18,3.0,1,1,8.0,3,3.0,7,7,7,1997,yes
no,travel_frequently,1303.0,,7,2,life_sciences,134.0,4,female,,3,2,healthcare_representative,3,divorced,,18079,1,,20,,3,3,9.0,2,3.0,9,2,8,1990,yes
no,travel_rarely,557.0,,46,3,,135.0,46,male,94.0,2,3,sales_executive,4,married,,12695,0,no,19,3.0,3,2,10.0,2,3.0,9,3,4,1987,yes
no,travel_rarely,,,10,2,,136.0,1,male,100.0,3,2,sales_executive,4,married,,5982,1,no,11,3.0,3,1,10.0,1,3.0,10,1,9,1985,yes
no,travel_rarely,477.0,,7,4,medical,137.0,1,male,42.0,2,3,healthcare_representative,4,married,10248.0,2094,3,,14,,4,1,24.0,4,3.0,22,5,17,1979,yes
yes,travel_rarely,1277.0,,15,1,medical,138.0,2,female,56.0,3,3,manager,3,married,,24619,7,,12,3.0,4,0,15.0,2,4.0,7,7,7,1990,yes
no,travel_rarely,302.0,,6,3,life_sciences,139.0,2,male,75.0,3,4,manufacturing_director,3,single,,20364,7,no,15,3.0,3,0,22.0,3,3.0,20,5,13,1983,no
no,travel_rarely,621.0,,3,4,marketing,140.0,3,female,31.0,2,4,manager,1,,16856.0,10084,1,,11,3.0,1,0,,3,4.0,34,1,16,1971,yes
no,travel_frequently,945.0,,22,3,medical,141.0,4,male,82.0,3,3,manufacturing_director,1,single,,5083,1,,13,3.0,3,0,,2,3.0,21,2,8,1984,no
yes,,1376.0,human_resources,1,2,medical,142.0,2,female,91.0,2,3,human_resources,1,married,10482.0,2326,9,no,14,,4,1,24.0,1,3.0,20,3,6,1979,yes
no,,991.0,human_resources,1,2,life_sciences,143.0,4,male,44.0,3,1,human_resources,1,,,22957,6,,12,3.0,3,0,10.0,3,4.0,7,5,7,1977,yes
no,travel_rarely,685.0,,23,5,marketing,144.0,3,female,60.0,2,5,manager,4,,19586.0,23037,1,no,21,4.0,3,1,36.0,3,3.0,36,2,13,1968,yes
no,,1277.0,,2,3,,145.0,3,female,74.0,3,3,sales_executive,4,,,5596,4,,12,3.0,2,1,,5,2.0,10,0,3,1977,no
no,,1115.0,,1,4,,146.0,1,female,51.0,2,2,manufacturing_director,3,divorced,5993.0,2689,1,no,18,3.0,3,1,,2,,7,0,7,1986,no
no,,1316.0,,29,3,,147.0,3,female,83.0,3,1,research_scientist,4,single,3452.0,9752,5,,13,3.0,2,0,9.0,2,2.0,6,0,3,1978,yes
no,travel_rarely,799.0,,47,3,,148.0,47,male,59.0,3,3,manufacturing_director,4,single,,23848,4,,17,3.0,4,0,,3,4.0,6,1,2,1986,yes
no,travel_rarely,446.0,,1,4,life_sciences,149.0,2,male,65.0,3,2,manufacturing_director,2,married,,15701,6,,12,3.0,2,1,8.0,2,2.0,6,4,3,1986,no
no,travel_rarely,691.0,,23,3,medical,151.0,2,female,89.0,4,1,research_scientist,4,,2725.0,21630,1,,11,3.0,2,2,,3,3.0,6,1,4,1999,yes
no,,304.0,sales,25,3,other,152.0,4,female,60.0,3,2,sales_executive,4,single,6274.0,18686,1,no,22,4.0,3,0,6.0,5,3.0,6,1,4,1989,yes
no,,950.0,,7,3,other,153.0,3,female,59.0,3,3,manufacturing_director,3,single,,18869,3,no,21,4.0,2,0,17.0,3,4.0,8,1,6,1988,no
no,,1400.0,,9,1,life_sciences,154.0,2,male,70.0,3,2,sales_executive,3,married,,5829,1,,20,4.0,1,0,,3,2.0,6,1,3,1989,no
no,travel_rarely,1179.0,,19,4,medical,155.0,4,female,78.0,2,1,laboratory_technician,1,married,3196.0,12449,1,,12,3.0,3,3,6.0,2,3.0,6,3,3,1995,no
no,,1117.0,,2,1,life_sciences,156.0,1,male,72.0,4,1,research_scientist,4,married,,19982,1,,13,3.0,4,1,10.0,5,3.0,10,7,7,1979,no
no,,583.0,research_and_development,4,2,life_sciences,157.0,3,female,53.0,3,1,research_scientist,4,,,9973,1,yes,20,4.0,2,0,,2,2.0,8,2,2,1997,no
no,,1413.0,research_and_development,5,2,,158.0,3,female,84.0,4,1,laboratory_technician,3,single,,25470,0,no,14,3.0,1,0,7.0,2,1.0,6,1,3,1986,no
no,non_travel,530.0,,16,3,life_sciences,159.0,3,male,36.0,3,2,sales_executive,4,,5368.0,16130,1,yes,25,4.0,3,1,7.0,2,3.0,6,1,2,1990,no
yes,,1093.0,sales,9,3,,161.0,3,female,82.0,1,4,sales_executive,3,married,12936.0,24164,7,no,11,,3,0,25.0,3,1.0,23,14,10,1976,yes
yes,,1102.0,,1,2,,162.0,2,male,94.0,3,2,sales_executive,4,,,19479,8,yes,11,3.0,1,0,8.0,0,1.0,6,0,5,1982,no
no,travel_rarely,809.0,research_and_development,16,3,medical,163.0,1,female,84.0,4,1,laboratory_technician,2,married,,16479,0,,13,3.0,3,1,6.0,5,3.0,5,0,3,1988,no
no,travel_rarely,548.0,,1,3,life_sciences,164.0,2,female,66.0,3,2,research_scientist,2,,,7346,1,no,17,3.0,2,2,10.0,3,3.0,10,0,9,1991,yes
no,travel_rarely,1214.0,,1,3,medical,165.0,2,female,30.0,2,1,research_scientist,3,single,,26278,1,no,18,3.0,1,0,6.0,3,3.0,6,0,4,1988,no
no,,797.0,research_and_development,4,1,,166.0,1,female,96.0,3,5,research_director,2,divorced,,15815,3,no,14,3.0,1,2,28.0,4,2.0,10,1,6,1973,no
no,travel_frequently,555.0,,26,3,,167.0,3,male,77.0,3,4,sales_executive,2,married,13525.0,14864,5,,14,3.0,4,1,,2,,20,4,8,1981,yes
no,,1377.0,,2,3,,168.0,4,female,74.0,3,2,sales_executive,3,,,5242,1,yes,11,3.0,1,0,5.0,3,3.0,5,0,4,1996,yes
no,travel_rarely,759.0,,2,2,marketing,169.0,4,male,46.0,3,2,sales_executive,2,divorced,,22553,7,,12,3.0,3,2,,5,3.0,5,1,3,1983,yes
no,,1082.0,,12,3,,170.0,2,male,83.0,3,2,sales_executive,3,single,,19558,0,no,11,,2,0,,6,3.0,5,4,4,1993,yes
no,travel_rarely,319.0,,32,3,,171.0,4,female,,2,3,manufacturing_director,3,married,,19609,2,,14,,3,0,,4,3.0,5,0,4,1971,no
no,travel_rarely,688.0,,7,3,,172.0,3,female,44.0,2,3,manager,4,divorced,,25291,9,,21,4.0,3,1,10.0,3,2.0,5,0,1,1992,yes
no,travel_rarely,195.0,sales,1,3,,173.0,1,male,80.0,3,2,sales_executive,3,single,4859.0,6698,1,,16,3.0,4,0,5.0,3,3.0,5,0,3,1988,yes
no,,622.0,,13,1,,174.0,2,female,40.0,3,1,sales_representative,3,,,26376,1,,11,3.0,3,0,7.0,1,3.0,7,0,6,1998,yes
no,travel_rarely,1383.0,,2,3,life_sciences,175.0,4,male,42.0,2,2,human_resources,4,,5204.0,7790,8,no,11,3.0,3,2,13.0,2,3.0,5,0,4,1984,no
no,travel_rarely,231.0,,8,2,,176.0,3,female,62.0,3,3,sales_executive,3,,,9977,5,no,11,3.0,1,1,,2,4.0,8,7,7,1993,no
no,,1082.0,,2,4,life_sciences,177.0,3,male,41.0,2,3,sales_executive,3,married,,8392,6,no,11,3.0,2,1,13.0,4,3.0,9,7,0,1969,yes
no,travel_rarely,528.0,,8,4,technical_degree,178.0,3,female,100.0,3,1,human_resources,3,,4323.0,7108,1,no,17,3.0,2,0,6.0,2,1.0,5,1,4,1988,yes
no,,147.0,,2,3,human_resources,179.0,2,female,99.0,3,1,human_resources,3,,,8429,1,no,13,3.0,4,1,5.0,2,3.0,5,1,4,1990,yes
no,non_travel,,,9,2,medical,181.0,3,male,72.0,3,2,manufacturing_director,3,single,,12858,7,yes,18,,3,0,10.0,3,3.0,8,1,7,1993,yes
yes,,299.0,,25,4,,182.0,4,female,57.0,2,3,sales_executive,2,single,,17235,2,yes,12,3.0,3,0,9.0,2,3.0,5,1,0,1983,yes
no,,1439.0,,4,1,,183.0,3,female,54.0,3,1,research_scientist,3,married,2996.0,5182,7,yes,15,3.0,4,0,8.0,2,3.0,6,1,3,1986,no
no,travel_rarely,401.0,,1,3,life_sciences,184.0,4,male,86.0,2,1,laboratory_technician,2,,,3708,5,no,17,3.0,1,1,7.0,2,2.0,5,0,2,1989,no
no,travel_rarely,1099.0,research_and_development,4,4,medical,185.0,1,male,82.0,2,1,laboratory_technician,2,,,8192,8,no,11,3.0,4,0,8.0,5,3.0,5,0,2,1990,yes
no,,995.0,,2,1,life_sciences,186.0,1,female,87.0,3,2,healthcare_representative,4,,8853.0,24483,1,,19,3.0,4,1,6.0,0,4.0,6,1,3,1994,yes
no,travel_rarely,492.0,,12,3,medical,187.0,4,female,66.0,3,2,manufacturing_director,2,,,7693,4,no,21,4.0,3,0,,3,3.0,5,1,0,1984,yes
no,,750.0,,12,3,,188.0,2,male,47.0,3,2,healthcare_representative,1,,4448.0,10748,2,,12,3.0,2,1,15.0,3,3.0,7,7,7,1983,yes
no,,930.0,,3,3,life_sciences,189.0,3,female,57.0,2,2,sales_executive,2,divorced,8938.0,12227,2,,11,3.0,3,1,14.0,5,3.0,5,0,4,1982,no
no,,468.0,,41,4,medical,191.0,41,male,73.0,2,1,research_scientist,1,single,,8489,1,no,14,3.0,2,0,5.0,3,1.0,5,0,4,1994,yes
no,non_travel,,,5,3,medical,192.0,2,female,74.0,3,2,manufacturing_director,1,,9936.0,3787,0,no,19,3.0,2,0,10.0,2,3.0,9,1,7,1992,yes
no,,,,47,3,,193.0,1,male,73.0,3,5,research_director,2,,18172.0,9755,3,yes,19,3.0,1,0,28.0,1,2.0,8,0,7,1973,yes
no,travel_rarely,1189.0,,3,3,life_sciences,194.0,3,female,87.0,3,3,sales_executive,4,,,14506,2,no,12,3.0,1,0,,3,3.0,5,1,3,1986,yes
no,travel_rarely,334.0,research_and_development,24,2,,195.0,3,female,83.0,4,3,healthcare_representative,4,divorced,9439.0,23402,3,,16,3.0,2,1,12.0,2,1.0,5,1,4,1966,yes
yes,travel_rarely,,,20,2,marketing,196.0,2,male,70.0,3,1,sales_representative,2,,,21728,1,yes,22,4.0,4,0,4.0,5,2.0,4,0,2,1982,yes
no,,1117.0,,8,2,,197.0,4,male,66.0,3,1,research_scientist,4,,,4488,1,no,21,4.0,4,0,,3,3.0,5,0,2,1995,yes
no,travel_rarely,1124.0,,45,2,,198.0,45,female,57.0,1,2,sales_executive,4,married,,13273,2,,22,4.0,3,3,,2,2.0,4,0,2,1983,yes
no,,1400.0,research_and_development,37,3,,199.0,37,female,53.0,3,1,laboratory_technician,4,married,,16734,4,,15,3.0,3,1,9.0,3,1.0,5,1,4,1993,no
yes,travel_rarely,587.0,,10,1,,201.0,1,female,38.0,1,1,laboratory_technician,4,divorced,3408.0,6705,7,no,13,3.0,1,3,8.0,2,3.0,4,1,3,1990,no
no,travel_frequently,443.0,,8,1,,202.0,3,male,48.0,3,1,laboratory_technician,3,married,3755.0,17872,1,no,11,3.0,1,1,,3,3.0,8,0,7,1984,yes
yes,travel_frequently,1287.0,research_and_development,7,3,,203.0,1,male,55.0,3,1,laboratory_technician,3,,,14168,1,,16,3.0,4,1,6.0,4,3.0,6,1,2,1999,yes
yes,,562.0,sales,8,2,technical_degree,204.0,2,female,50.0,3,2,sales_executive,3,married,,23452,3,,14,3.0,1,1,18.0,4,3.0,4,1,3,1973,no
no,travel_rarely,571.0,,10,1,life_sciences,205.0,4,male,82.0,3,1,research_scientist,1,divorced,2782.0,19905,0,yes,13,3.0,2,2,,3,2.0,5,4,3,1986,no
no,travel_frequently,471.0,research_and_development,12,3,,206.0,1,female,45.0,2,2,healthcare_representative,1,,6288.0,4284,2,,15,3.0,3,1,,3,2.0,4,1,2,1985,no
no,travel_rarely,180.0,,2,1,medical,207.0,1,female,65.0,4,1,research_scientist,1,single,3424.0,21632,7,no,13,3.0,3,0,,3,2.0,4,0,1,1998,no
no,,141.0,,3,1,,208.0,3,female,98.0,3,2,sales_executive,1,,4194.0,14363,1,yes,18,3.0,4,0,5.0,3,3.0,5,0,3,1998,yes
no,,1075.0,,3,2,human_resources,209.0,4,female,57.0,3,1,human_resources,2,divorced,,22650,3,yes,11,3.0,3,1,,4,4.0,4,0,3,1990,no
no,travel_rarely,1086.0,,7,1,medical,211.0,1,male,62.0,2,1,laboratory_technician,4,,2532.0,6054,6,no,14,3.0,3,3,8.0,5,3.0,4,0,3,1994,no
no,travel_rarely,124.0,,3,3,,212.0,4,male,35.0,3,2,healthcare_representative,2,,4107.0,13848,3,no,15,3.0,1,0,8.0,3,2.0,4,0,1,1986,yes
no,,192.0,,1,2,medical,213.0,1,female,59.0,2,1,laboratory_technician,1,married,,11141,1,no,16,3.0,1,2,6.0,2,3.0,5,1,3,1997,yes
no,,477.0,,24,3,medical,214.0,4,female,49.0,3,1,laboratory_technician,2,single,3597.0,6409,8,no,22,4.0,4,0,6.0,2,3.0,4,1,2,1999,no
no,,,,10,4,life_sciences,215.0,3,female,57.0,3,2,sales_executive,4,single,,20623,0,no,14,3.0,2,0,5.0,4,3.0,4,1,1,1998,no
no,travel_frequently,148.0,,2,3,,216.0,4,male,42.0,2,1,laboratory_technician,2,,,23826,1,,22,4.0,2,0,4.0,3,3.0,4,3,3,1985,no
no,,581.0,research_and_development,12,3,medical,217.0,3,female,62.0,4,1,research_scientist,3,married,,17616,1,no,16,3.0,4,1,5.0,1,3.0,5,0,4,1999,yes
no,travel_rarely,1082.0,,9,4,medical,218.0,4,male,43.0,3,1,laboratory_technician,3,,2974.0,25412,9,no,17,3.0,3,1,,2,3.0,5,1,2,1994,no
no,travel_rarely,1181.0,,1,3,,219.0,3,female,82.0,3,1,research_scientist,4,married,,5531,1,no,11,3.0,3,1,5.0,6,4.0,5,0,3,1995,yes
no,,616.0,,2,2,life_sciences,220.0,3,male,99.0,3,1,laboratory_technician,1,married,3377.0,25605,4,,17,3.0,4,1,7.0,5,2.0,4,0,2,1983,yes
yes,travel_rarely,370.0,,10,4,,221.0,4,female,58.0,3,2,manufacturing_director,1,single,4213.0,4992,1,,15,3.0,2,0,10.0,4,,10,0,8,1986,yes
no,travel_rarely,572.0,sales,10,3,,222.0,3,female,46.0,3,2,sales_executive,4,,,9125,1,no,13,3.0,1,0,,4,3.0,5,1,2,1997,no
no,,1037.0,,1,3,medical,223.0,2,female,42.0,3,1,research_scientist,4,single,,13422,6,yes,12,3.0,3,0,6.0,2,3.0,4,1,2,1979,yes
no,,1120.0,sales,11,4,marketing,224.0,2,male,100.0,2,2,sales_executive,4,married,,14369,4,no,13,3.0,1,1,8.0,2,2.0,6,0,0,1987,no
no,,1194.0,,2,4,,225.0,3,male,98.0,3,1,research_scientist,3,married,2001.0,12549,2,,14,3.0,2,3,20.0,2,3.0,5,0,2,1983,yes
no,travel_rarely,1142.0,,31,4,,226.0,3,male,30.0,3,1,laboratory_technician,1,,,16002,3,yes,15,,3,1,4.0,3,3.0,2,2,2,1988,no
no,non_travel,1420.0,,2,4,human_resources,227.0,3,male,32.0,2,5,manager,4,,18844.0,21922,9,no,21,4.0,4,1,,3,3.0,3,2,2,1964,no
no,travel_frequently,809.0,,12,3,,228.0,3,male,77.0,3,3,sales_executive,4,single,,6645,4,no,11,3.0,4,0,16.0,3,,2,2,1,1973,no
no,,,sales,28,3,life_sciences,229.0,1,female,41.0,2,2,sales_executive,3,,,24835,2,,18,3.0,4,0,,3,3.0,2,2,2,1998,no
no,,1256.0,,36,1,medical,230.0,36,female,80.0,3,1,research_scientist,4,married,,11992,1,no,24,4.0,1,2,2.0,6,3.0,2,2,2,2001,yes
no,travel_frequently,472.0,,1,1,,231.0,3,female,60.0,2,2,manufacturing_director,1,married,,9679,5,,19,3.0,3,1,,1,3.0,2,2,0,1996,no
no,,905.0,,38,2,,232.0,3,female,99.0,3,2,laboratory_technician,4,married,,16523,8,,15,3.0,3,1,,2,4.0,7,3,7,1983,yes
no,,1136.0,,22,3,life_sciences,233.0,22,female,60.0,4,1,research_scientist,2,,2328.0,12392,1,,16,3.0,1,1,4.0,2,2.0,4,2,2,2001,no
yes,,992.0,,1,3,,234.0,3,female,85.0,3,1,research_scientist,3,single,,19757,0,,14,3.0,4,0,,1,2.0,6,1,5,1994,no
